paper_id,DOI,title,year,team_size,nc_team_size,external_team_size,topics,num_topics,shannon_entropy,normalized_shannon,blau_index,hhi,rao_stirling
10.1002/ADFM.201870079,10.1002/ADFM.201870079,"Neuro Interfaces: Neuro-Nano Interfaces: Utilizing Nano-Coatings and Nanoparticles to Enable Next-Generation Electrophysiological Recording, Neural Stimulation, and Biochemical Modulation (Adv. Funct. Mater. 12/2018)",2018,3,1,2,Agtech; artificial intelligence; automation; carbon capture; community; computer vision; CRISPR; digital twin; digital twins; disease control; Ecology; fungi; gene expression; Genetics; genomics; imaging; IoT; machine learning; materials engineering; microbes; modeling; outreach; pathology; policy; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; robotics; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology,38,3.6375861597263857,1.0,0.9736842105263158,0.02631578947368421,0.34369038337307894
10.1002/adfm.202006823,10.1002/adfm.202006823,Connecting the Multiscale Structure with Macroscopic Response of Relaxor Ferroelectrics,2020,14,3,11,digital twin; imaging; materials engineering; science communication; sensing,5,1.6094379124341005,1.0000000000000002,0.7999999999999999,0.20000000000000004,0.3203677156274665
10.1002/adfm.202101410,10.1002/adfm.202101410,Engineering Next Generation Cyclized Peptide Ligands for Light-Controlled Capture and Release of Therapeutic Proteins,2021,9,7,2,Agtech; CRISPR; gene expression; genomics; imaging; materials engineering; microbes; proteomics; regenerative ag; regulatory science; science communication; sensing; synthetic biology,13,2.564949357461537,1.0000000000000002,0.9230769230769231,0.07692307692307693,0.28397554641362993
10.1002/adfm.202105820,10.1002/adfm.202105820,Ultra-High Alignment of Polymer Semiconductor Blends Enabling Photodetectors with Exceptional Polarization Sensitivity,2021,13,10,3,,0,0.0,0.0,0.0,0.0,0.0
10.1002/adfm.202106475,10.1002/adfm.202106475,Emerging Wearable Sensors for Plant Health Monitoring,2021,3,3,0,Agtech; artificial intelligence; automation; biotic stress; breeding; carbon capture; community; computer vision; conservation; CRISPR; data analytics; data science; decision support; digital twin; disease control; Ecology; food security; food systems; fungi; gene expression; Genetics; genomics; imaging; IoT; machine learning; materials engineering; microbes; modeling; nematodes; nutrient cycle; pathology; pest mgmt; plant health; plant improvement; plant signalling; plant-microbe interactions; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; robotics; science communication; sensing; sensors; social sciences; soil; sustainable ag; synthetic biology,49,3.8918202981106265,1.0,0.9795918367346939,0.020408163265306117,0.3805121375443934
10.1002/adfm.202213881,10.1002/adfm.202213881,Molecular Engineering of Cyclic Azobenzene‐Peptide Hybrid Ligands for the Purification of Human Blood Factor VIII via Photo‐Affinity Chromatography,2023,9,9,0,CRISPR; food systems; genomics; microbes; proteomics; regenerative ag; regulatory science; science communication; synthetic biology,9,2.1972245773362196,1.0,0.8888888888888888,0.1111111111111111,0.2936779171642735
10.1002/adfm.202308173,10.1002/adfm.202308173,Liquid Metal-Based Biosensors: Fundamentals and Applications,2024,8,7,1,Agtech; automation; carbon capture; CRISPR; decision support; digital twin; digital twins; Ecology; food systems; fungi; gene expression; Genetics; genomics; imaging; IoT; machine learning; materials engineering; microbes; modeling; pathology; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; science communication; sensing; sensors; soil; sustainable ag; synthetic biology,31,3.4339872044851463,1.0,0.967741935483871,0.032258064516129024,0.32715299102780115
10.1002/adfm.202315183,10.1002/adfm.202315183,Exceptional Alignment in a Donor-Acceptor Conjugated Polymer via a Previously Unobserved Liquid Crystal Mesophase,2024,12,6,6,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/adfm.202422453,10.1002/adfm.202422453,Tunable Infrared Emissivity Using Laser-Sintered Liquid Metal Nanoparticle Films,2024,13,7,6,materials engineering; sensing,2,0.6931471805599453,1.0,0.5,0.5,0.3219372922661444
10.1002/adhm.201601159,10.1002/adhm.201601159,A Wearable Hydration Sensor with Conformal Nanowire Electrodes,2017,7,4,3,materials engineering; sensing,2,0.6931471805599453,1.0,0.5,0.5,0.3219372922661444
10.1002/adhm.201770031,10.1002/adhm.201770031,Hydration Sensing: A Wearable Hydration Sensor with Conformal Nanowire Electrodes (Adv. Healthcare Mater. 6/2017),2017,7,6,1,Agtech; automation; community; computer vision; CRISPR; digital twin; digital twins; Ecology; food systems; gene expression; Genetics; genomics; imaging; IoT; materials engineering; microbes; modeling; pathology; precision ag; proteomics; regenerative ag; renewable energy; robotics; science communication; sensing; sensors; soil; sustainable ag; synthetic biology,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.03448275862068965,0.31040694014168685
10.1002/adhm.202100986,10.1002/adhm.202100986,Ultrasound-Powered Implants: A Critical Review of Piezoelectric Material Selection and Applications,2021,7,4,3,Agtech; digital twin; imaging; IoT; materials engineering; regenerative ag; renewable energy; science communication; sensing; sustainable ag,10,2.3025850929940455,0.9999999999999998,0.8999999999999999,0.10000000000000003,0.3251782217230236
10.1002/adhm.202102351,10.1002/adhm.202102351,Multiscale Anisotropic Tissue Biofabrication via Bulk Acoustic Patterning of Cells and Functional Additives in Hybrid Bioinks,2022,5,4,1,materials engineering; regenerative ag,2,0.6931471805599453,1.0,0.5,0.5,0.3214270839345288
10.1002/adhm.202401782,10.1002/adhm.202401782,Hydrogel-Forming Microneedles and Applications in Interstitial Fluid Diagnostic Devices,2024,3,2,1,imaging; materials engineering; microbes; regenerative ag; sensing,5,1.6094379124341005,1.0000000000000002,0.7999999999999999,0.20000000000000004,0.21141873872730887
10.1002/adma.202211286,10.1002/adma.202211286,Ferroelectric Domain Wall Engineering Enables Thermal Modulation in PMN-PT Single Crystals,2023,10,9,1,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/admi.201900042,10.1002/admi.201900042,Origin of Ferroelectric Phase in Undoped HfO2 Films Deposited by Sputtering,2019,14,3,11,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/admt.201700277,10.1002/admt.201700277,Flexible Interconnects for Electronic Textiles,2018,4,4,0,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/admt.201800281,10.1002/admt.201800281,"Toward Fully Manufacturable, Fiber Assembly-Based Concurrent Multimodal and Multifunctional Sensors for e-Textiles",2018,7,3,4,materials engineering; sensing,2,0.6931471805599453,1.0,0.5,0.5,0.3219372922661444
10.1002/admt.202202183,10.1002/admt.202202183,Liquid Metal Coated Textiles with Autonomous Electrical Healing and Antibacterial Properties,2023,14,7,7,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/adom.201801346,10.1002/adom.201801346,Panchromatic All-Polymer Photodetector with Tunable Polarization Sensitivity,2018,11,6,5,,0,0.0,0.0,0.0,0.0,0.0
10.1002/adom.202400005,10.1002/adom.202400005,Flexible Self-Powered Organic Photodetector with High Detectivity for Continuous On-Plant Sensing,2024,7,7,0,,0,0.0,0.0,0.0,0.0,0.0
10.1002/adsr.202400068,10.1002/adsr.202400068,Percutaneous Wearable Biosensors: A Brief History and Systems Perspective,2024,3,3,0,genomics; imaging; IoT; materials engineering; microbes; proteomics; regenerative ag; sensing; sensors,9,2.1972245773362196,1.0,0.8888888888888888,0.1111111111111111,0.23676207189230744
10.1002/adtp.202100010,10.1002/adtp.202100010,Synthetic Platelet Microgels Containing Fibrin Knob B Mimetic Motifs Enhance Clotting Responses,2021,11,8,3,CRISPR; imaging; materials engineering; microbes; pathology; proteomics; regenerative ag; science communication; synthetic biology,9,2.1972245773362196,1.0,0.8888888888888888,0.1111111111111111,0.22921285663274807
10.1002/ael2.20018,10.1002/ael2.20018,Risk to sustainability of pest management tools in peanut,2020,9,6,3,bioremediation; biotic stress; breeding; carbon capture; conservation; disease control; Ecology; food security; food systems; fungi; Genetics; genomics; microbes; nematodes; pest mgmt; plant health; plant improvement; regulatory science; resource economics; risk management; soil; sustainable ag,22,3.091042453358315,0.9999999999999997,0.9545454545454546,0.045454545454545456,0.3462304525437164
10.1002/ael2.20050,10.1002/ael2.20050,Rapid and inexpensive assessment of soil total iron using Nix Pro color sensor,2021,7,1,6,geospatial; soil,2,0.6931471805599453,1.0,0.5,0.5,0.3251866302567983
10.1002/AELM.201700131,10.1002/AELM.201700131,Si Doped Hafnium Oxide-A “Fragile” Ferroelectric System,2017,11,2,9,materials engineering; renewable energy,2,0.6931471805599453,1.0,0.5,0.5,0.0584106746688991
10.1002/AELM.201700489,10.1002/AELM.201700489,Origin of Temperature-Dependent Ferroelectricity in Si-Doped HfO2,2018,9,1,8,,0,0.0,0.0,0.0,0.0,0.0
10.1002/AELM.201800091,10.1002/AELM.201800091,"Effect of Annealing Ferroelectric HfO2
 Thin Films: In Situ, High Temperature X-Ray Diffraction",2018,10,1,9,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/aelm.201900303,10.1002/aelm.201900303,On the Origin of the Large Remanent Polarization in La:HfO<sub>2,2019,9,1,8,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/aelm.202200265,10.1002/aelm.202200265,Temperature‐Dependent Phase Transitions in Hf<sub>x</sub>Zr<sub>1‐x</sub>O<sub>2</sub> Mixed Oxides: Indications of a Proper Ferroelectric Material,2022,11,2,9,materials engineering,1,-0.0,0.0,0.0,1.0,0.0
10.1002/aepp.13206,10.1002/aepp.13206,Crop insurance participation and cover crop use: Evidence from Indiana county-level data,2021,3,1,2,Ag economics; carbon capture; community; conservation; data analytics; data science; decision support; disease control; Ecology; food security; food systems; genomics; geospatial; machine learning; modeling; outreach; pest mgmt; plant health; policy; regulatory science; renewable energy; resource economics; risk management; sensing; social sciences; soil; sustainable ag,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.3220925602493
10.1002/aepp.13248,10.1002/aepp.13248,Payments from agricultural conservation programs and cover crop adoption,2022,6,3,3,carbon capture; community; conservation; data analytics; data science; decision support; Ecology; food security; food systems; geospatial; modeling; outreach; pest mgmt; policy; regulatory science; resource economics; social sciences; soil; sustainable ag,19,2.9444389791664403,1.0,0.9473684210526316,0.05263157894736842,0.32650102187581564
10.1002/agg2.20054,10.1002/agg2.20054,Genetic variation for response to mixed triazole and strobilurin application in diverse maize,2020,2,1,1,biotic stress; plant health; plant improvement; plant signalling,4,1.3862943611198906,1.0,0.75,0.25,0.06730759385114289
10.1002/agg2.20219,10.1002/agg2.20219,Gateway-node wireless data collection system for environmental sensing,2021,6,1,5,Agtech; automation; carbon capture; community; data analytics; data science; decision support; digital twin; digital twins; Ecology; food systems; geospatial; IoT; materials engineering; microbes; modeling; outreach; pest mgmt; precision ag; renewable energy; resilient ag; robotics; science communication; sensing; sensors; soil; sustainable ag,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.35009350360009306
10.1002/agg2.20317,10.1002/agg2.20317,Evaluation of conservation tillage practices in the production of organic flue-cured tobacco,2022,4,3,1,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agg2.20371,10.1002/agg2.20371,"Characterizing atrazine, mesosulfuron-methyl, and topramezone bioavailability in North Carolina soils using greenhouse bioassays",2023,4,4,0,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agg2.20569,10.1002/agg2.20569,Evaluating Chinese fiber hemp (<i>Cannabis sativa</i> L.) varieties and planting dates in North Carolina,2024,5,3,2,plant health; plant improvement,2,0.6931471805599453,1.0,0.5,0.5,0.033283420286510546
10.1002/agg2.70012,10.1002/agg2.70012,Understanding the yield impacts of alternative cover crop families and mixtures: Evidence from side-by-side plot-level panel data,2024,17,6,11,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agg2.70018,10.1002/agg2.70018,"Building a resilient organic hemp industry: Survey and focus groups assess research, extension, and education needs",2025,8,2,6,Agtech; carbon capture; community; conservation; data analytics; decision support; Ecology; food security; food systems; genomics; modeling; outreach; plant health; plant improvement; policy; regenerative ag; regulatory science; renewable energy; resource economics; risk management; social sciences; soil; supply chain; sustainable ag; waste management,25,3.2188758248682,0.9999999999999999,0.96,0.039999999999999994,0.3433909383294791
10.1002/agg2.70032,10.1002/agg2.70032,Atrazine sensitivity varies among soybean cultivars,2025,4,4,0,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.20082,10.1002/agj2.20082,Green and animal manure use in organic field crop systems,2020,13,1,12,biotic stress; carbon capture; conservation; Ecology; food security; food systems; nutrient cycle; plant health; resource economics; soil,10,2.3025850929940455,0.9999999999999998,0.9,0.1,0.30818450756876387
10.1002/agj2.20164,10.1002/agj2.20164,Response of agronomic crops to planting date and double-cropping with wheat,2020,10,10,0,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.20429,10.1002/agj2.20429,Using statistical learning algorithms to predict cover crop biomass and cover crop nitrogen content,2020,7,2,5,machine learning,1,-0.0,0.0,0.0,1.0,0.0
10.1002/agj2.20656,10.1002/agj2.20656,Winter cover crop management in the production of organic flue-cured tobacco,2021,3,2,1,biotic stress; carbon capture; conservation; food security; food systems; nutrient cycle; pest mgmt; plant health; plant improvement; resource economics; soil,11,2.3978952727983707,1.0,0.9090909090909091,0.09090909090909091,0.24885981799643192
10.1002/agj2.20728,10.1002/agj2.20728,Production practices that maximize soybean yield: What we have learned from the North Carolina soybean yield contest,2021,4,3,1,plant improvement,1,-0.0,0.0,0.0,1.0,0.0
10.1002/agj2.20738,10.1002/agj2.20738,Stover harvest and tillage effects on corn seedling emergence,2021,7,1,6,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.20814,10.1002/agj2.20814,Regenerative agriculture and integrative permaculture for sustainable and technology driven global food production and security,2021,5,1,4,Ag economics; Agtech; artificial intelligence; automation; bioremediation; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; disease control; Ecology; education; food security; food systems; fungi; Genetics; genomics; geospatial; IoT; machine learning; materials engineering; microbes; modeling; nutrient cycle; outreach; pest mgmt; plant health; plant improvement; policy; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; robotics; science communication; sensing; social sciences; soil; supply chain; sustainable ag; synthetic biology; waste management,49,3.8918202981106265,1.0,0.9795918367346939,0.020408163265306117,0.34315348474160645
10.1002/agj2.20889,10.1002/agj2.20889,Foliar fertilizers rarely increase yield in United States soybean,2021,20,2,18,Ag economics; Agtech; biotic stress; breeding; carbon capture; community; conservation; CRISPR; data science; disease control; Ecology; food security; food systems; Genetics; genomics; geospatial; microbes; modeling; nutrient cycle; outreach; pest mgmt; plant health; plant improvement; plant signalling; policy; precision ag; regenerative ag; regulatory science; renewable energy; resource economics; science communication; sensing; social sciences; soil; sustainable ag; synthetic biology,36,3.5835189384561104,1.0000000000000002,0.9722222222222222,0.027777777777777776,0.353141013877711
10.1002/agj2.20913,10.1002/agj2.20913,Planting date and maturity group impact on soybean seed quality in the southeastern United States,2021,5,4,1,conservation; food security; food systems; plant health; plant improvement; sustainable ag,6,1.7917594692280547,0.9999999999999999,0.8333333333333333,0.16666666666666669,0.31874884674136406
10.1002/agj2.20950,10.1002/agj2.20950,Winter crop effect on soybean production in the Southeast United States,2021,4,3,1,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.20974,10.1002/agj2.20974,Cultivating trust in technology-mediated sustainable agricultural research,2021,14,2,12,Ag economics; Agtech; artificial intelligence; automation; breeding; carbon capture; community; conservation; CRISPR; data analytics; data science; decision support; digital twin; digital twins; disease control; Ecology; education; food security; food systems; Genetics; genomics; geospatial; IoT; machine learning; microbes; modeling; outreach; pest mgmt; plant health; plant improvement; policy; precision ag; regenerative ag; regulatory science; renewable energy; resilient ag; resource economics; risk management; science communication; sensing; social sciences; soil; supply chain; sustainable ag; synthetic biology; waste management,46,3.828641396489094,0.9999999999999998,0.9782608695652174,0.02173913043478261,0.3446455161502652
10.1002/agj2.20984,10.1002/agj2.20984,Evaluations of S-Metolachlor in flue-cured tobacco weed management programs,2021,6,5,1,plant health,1,-0.0,0.0,0.0,1.0,0.0
10.1002/agj2.20989,10.1002/agj2.20989,Organic nitrogen fertilizer sources for field production of flue-cured tobacco (Nicotiana tabacum L.),2022,6,5,1,conservation; nutrient cycle; plant health; plant improvement; soil; waste management,6,1.7917594692280547,0.9999999999999999,0.8333333333333333,0.16666666666666669,0.32971498851359204
10.1002/agj2.21022,10.1002/agj2.21022,Legume cover crop type and termination method effects on labile soil carbon and nitrogen and aggregation,2022,6,5,1,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.21041,10.1002/agj2.21041,"Atrazine, mesosulfuron‐methyl, and topramezone persistence in North Carolina soils",2022,4,4,0,,0,0.0,0.0,0.0,0.0,0.0
10.1002/agj2.21100,10.1002/agj2.21100,Evaluation of the use of polyethylene mulches in the production of organic flue-cured tobacco,2022,4,3,1,conservation; Ecology; pest mgmt; plant health; plant improvement; soil,6,1.7917594692280547,0.9999999999999999,0.8333333333333334,0.16666666666666666,0.33631002911297647
10.1002/agj2.21216,10.1002/agj2.21216,Soybean yield response to sulfur and nitrogen additions across diverse US environments,2022,16,1,15,nutrient cycle; soil,2,0.6931471805599453,1.0,0.5,0.5,0.3194486492700955
10.1002/agj2.21371,10.1002/agj2.21371,"Density, not tillage, increases soybean protein concentration in some southeastern US environments",2023,4,1,3,conservation; Ecology; food systems; Genetics; plant health; plant improvement; resource economics; soil,8,2.0794415416798357,1.0,0.875,0.125,0.3432536002243585
10.1002/agj2.21451,10.1002/agj2.21451,Biochemical composition of cover crop residues determines water retention and rewetting characteristics,2023,6,2,4,soil,1,-0.0,0.0,0.0,1.0,0.0
10.1002/agj2.21565,10.1002/agj2.21565,"A 2‐year, multi‐county survey of plant‐parasitic nematodes in North Carolina flue‐cured tobacco",2024,5,4,1,nematodes,1,-0.0,0.0,0.0,1.0,0.0
10.1002/agj2.21618,10.1002/agj2.21618,Characterization of agronomic performance and sterility in triploid and diploid cannabinoid hemp,2024,10,2,8,breeding; Genetics; genomics; plant health; plant improvement; plant signalling,6,1.7917594692280547,0.9999999999999999,0.8333333333333334,0.16666666666666666,0.3424001491031561
10.1002/agj2.21669,10.1002/agj2.21669,Nitrogen credits after peanut (<i>Arachis hypogaea</i> L.),2024,6,1,5,biotic stress; conservation; food security; food systems; nutrient cycle; plant health; plant improvement; resource economics; soil,9,2.1972245773362196,1.0,0.8888888888888888,0.1111111111111111,0.2724654010303854
10.1002/aic.17365,10.1002/aic.17365,Coupling smartphone and CRISPR-Cas12a for digital and multiplexed nucleic acid detection,2021,6,4,2,CRISPR; disease control; gene expression; genomics; microbes; pathology; proteomics; regenerative ag; science communication; sensing; synthetic biology,11,2.3978952727983707,1.0,0.9090909090909091,0.09090909090909091,0.26219626591638356
10.1002/ange.201704970,10.1002/ange.201704970,Diazirines as Potential Molecular Imaging Tags: Probing the Requirements for Efficient and Long‐Lived SABRE‐Induced Hyperpolarization,2017,9,1,8,genomics; imaging; materials engineering; microbes; pathology; proteomics; regenerative ag; regulatory science; science communication; sensing; synthetic biology,11,2.3978952727983707,1.0,0.9090909090909091,0.09090909090909091,0.2639777199833475
10.1002/ange.201707296,10.1002/ange.201707296,Titelbild: Diazirines as Potential Molecular Imaging Tags: Probing the Requirements for Efficient and Long‐Lived SABRE‐Induced Hyperpolarization (Angew. Chem. 40/2017),2017,9,1,8,,0,0.0,0.0,0.0,0.0,0.0
10.1002/ange.201711842,10.1002/ange.201711842,Parawasserstoff-basierte Hyperpolarisierung für die Biomedizin,2018,17,1,16,,0,0.0,0.0,0.0,0.0,0.0
10.1002/ange.201805078,10.1002/ange.201805078,Synthesis and Biological Evaluation of the Antimicrobial Natural Product Lipoxazolidinone A,2018,4,1,3,bioremediation; conservation; CRISPR; disease control; Ecology; fungi; gene expression; Genetics; genomics; microbes; nematodes; pathology; pest mgmt; plant health; regenerative ag; regulatory science; science communication; soil; synthetic biology,19,2.9444389791664403,1.0,0.9473684210526316,0.05263157894736841,0.3340061883199808
10.1002/ange.201904026,10.1002/ange.201904026,Terminal Diazirines Enable Reverse Polarization Transfer from 15N2 Singlets,2019,7,1,6,,0,0.0,0.0,0.0,0.0,0.0
10.1002/ange.201915306,10.1002/ange.201915306,Parawasserstoff‐induzierte Hyperpolarisation von Gasen,2020,7,1,6,,0,0.0,0.0,0.0,0.0,0.0
10.1002/ange.201916597,10.1002/ange.201916597,Parahydrogen‐Induced Radio Amplification by Stimulated Emission of Radiation,2020,6,1,5,genomics; imaging; materials engineering; microbes; proteomics; regulatory science; science communication; sensing; synthetic biology,9,2.1972245773362196,1.0,0.8888888888888888,0.1111111111111111,0.2956357144061039
10.1002/ange.202108939,10.1002/ange.202108939,Background‐Free Proton NMR Spectroscopy with Radiofrequency Amplification by Stimulated Emission Radiation,2021,4,1,3,imaging; science communication,2,0.6931471805599453,1.0,0.5,0.5,0.005196089444189589
10.1002/ange.202113430,10.1002/ange.202113430,Innentitelbild: Background‐Free Proton NMR Spectroscopy with Radiofrequency Amplification by Stimulated Emission Radiation (Angew. Chem. 50/2021),2021,4,1,3,Agtech; automation; carbon capture; computer vision; CRISPR; data science; digital twin; digital twins; Ecology; gene expression; Genetics; genomics; imaging; machine learning; mass spectronomy; materials engineering; microbes; modeling; pathology; pest mgmt; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; resilient ag; robotics; science communication; sensing; soil; sustainable ag; synthetic biology,32,3.4657359027997265,1.0,0.96875,0.03125,0.3474530964760928
10.1002/ange.202213920,10.1002/ange.202213920,A Sensitive and Nonoptical CRISPR Detection Mechanism by Sizing Double‐Stranded λ DNA Reporter,2022,3,2,1,Agtech; CRISPR; gene expression; Genetics; genomics; imaging; materials engineering; microbes; pathology; proteomics; regenerative ag; regulatory science; science communication; sensing; soil; sustainable ag; synthetic biology,17,2.833213344056216,1.0,0.9411764705882353,0.058823529411764705,0.24158364248495476
10.1002/ange.202215678,10.1002/ange.202215678,Parahydrogen‐Induced Carbon‐13 Radiofrequency Amplification by Stimulated Emission of Radiation,2022,11,1,10,imaging,1,-0.0,0.0,0.0,1.0,0.0
10.1002/ange.202218484,10.1002/ange.202218484,Innentitelbild: Parahydrogen‐Induced Carbon‐13 Radiofrequency Amplification by Stimulated Emission of Radiation (Angew. Chem. 5/2023),2022,11,1,10,Agtech; carbon capture; CRISPR; Genetics; genomics; imaging; materials engineering; microbes; modeling; pathology; precision ag; proteomics; regenerative ag; regulatory science; renewable energy; science communication; sensing; soil; synthetic biology,19,2.9444389791664403,1.0,0.9473684210526316,0.05263157894736842,0.2619150020387365
10.1002/anie.201704970,10.1002/anie.201704970,Diazirines as Potential Molecular Imaging Tags: Probing the Requirements for Efficient and Long-Lived SABRE-Induced Hyperpolarization,2017,9,1,8,imaging; materials engineering; microbes; pathology; proteomics; regenerative ag; regulatory science; science communication; sensing; synthetic biology,10,2.3025850929940455,0.9999999999999998,0.9,0.1,0.2792314805166085
10.1002/anie.201707296,10.1002/anie.201707296,Cover Picture: Diazirines as Potential Molecular Imaging Tags: Probing the Requirements for Efficient and Long‐Lived SABRE‐Induced Hyperpolarization (Angew. Chem. Int. Ed. 40/2017),2017,9,1,8,imaging,1,-0.0,0.0,0.0,1.0,0.0
10.1002/anie.201711842,10.1002/anie.201711842,Parahydrogen-Based Hyperpolarization for Biomedicine,2018,17,1,16,imaging; materials engineering; regenerative ag; regulatory science; science communication; sensing; synthetic biology,7,1.945910149055313,0.9999999999999999,0.8571428571428572,0.14285714285714285,0.3279212992072319
